sample_id,dataset_id,original_recording_id,class,segment_index,duration,sample_rate,channels,processed_path,quality_status,event_id,platform_id,cartridge_id,mic_id,fsc22_class_name,event_interval_id,interval_start,interval_end,esc50_category
rodopi_PR_20161205_115013_bg000_3087,rodopi,rodopi_PR_20161205_115013,background,3087,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3087.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3088,rodopi,rodopi_PR_20161205_115013,background,3088,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3088.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3089,rodopi,rodopi_PR_20161205_115013,background,3089,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3089.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3090,rodopi,rodopi_PR_20161205_115013,background,3090,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3090.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3091,rodopi,rodopi_PR_20161205_115013,background,3091,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3091.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3150,rodopi,rodopi_PR_20161205_115013,background,3150,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3150.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3151,rodopi,rodopi_PR_20161205_115013,background,3151,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3151.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3152,rodopi,rodopi_PR_20161205_115013,background,3152,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3152.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3153,rodopi,rodopi_PR_20161205_115013,background,3153,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3153.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3154,rodopi,rodopi_PR_20161205_115013,background,3154,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3154.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3155,rodopi,rodopi_PR_20161205_115013,background,3155,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3155.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3156,rodopi,rodopi_PR_20161205_115013,background,3156,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3156.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3157,rodopi,rodopi_PR_20161205_115013,background,3157,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3157.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3158,rodopi,rodopi_PR_20161205_115013,background,3158,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3158.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3159,rodopi,rodopi_PR_20161205_115013,background,3159,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3159.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3160,rodopi,rodopi_PR_20161205_115013,background,3160,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3160.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3161,rodopi,rodopi_PR_20161205_115013,background,3161,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3161.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3179,rodopi,rodopi_PR_20161205_115013,background,3179,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3179.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3180,rodopi,rodopi_PR_20161205_115013,background,3180,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3180.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3182,rodopi,rodopi_PR_20161205_115013,background,3182,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3182.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3183,rodopi,rodopi_PR_20161205_115013,background,3183,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3183.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3184,rodopi,rodopi_PR_20161205_115013,background,3184,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3184.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3185,rodopi,rodopi_PR_20161205_115013,background,3185,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3185.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3186,rodopi,rodopi_PR_20161205_115013,background,3186,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3186.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3187,rodopi,rodopi_PR_20161205_115013,background,3187,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3187.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3188,rodopi,rodopi_PR_20161205_115013,background,3188,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3188.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3189,rodopi,rodopi_PR_20161205_115013,background,3189,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3189.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3190,rodopi,rodopi_PR_20161205_115013,background,3190,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3190.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3191,rodopi,rodopi_PR_20161205_115013,background,3191,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3191.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3194,rodopi,rodopi_PR_20161205_115013,background,3194,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3194.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3195,rodopi,rodopi_PR_20161205_115013,background,3195,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3195.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3196,rodopi,rodopi_PR_20161205_115013,background,3196,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3196.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3197,rodopi,rodopi_PR_20161205_115013,background,3197,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3197.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3198,rodopi,rodopi_PR_20161205_115013,background,3198,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3198.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3199,rodopi,rodopi_PR_20161205_115013,background,3199,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3199.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3206,rodopi,rodopi_PR_20161205_115013,background,3206,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3206.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3207,rodopi,rodopi_PR_20161205_115013,background,3207,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3207.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3210,rodopi,rodopi_PR_20161205_115013,background,3210,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3210.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3211,rodopi,rodopi_PR_20161205_115013,background,3211,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3211.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3212,rodopi,rodopi_PR_20161205_115013,background,3212,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3212.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3213,rodopi,rodopi_PR_20161205_115013,background,3213,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3213.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3214,rodopi,rodopi_PR_20161205_115013,background,3214,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3214.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3215,rodopi,rodopi_PR_20161205_115013,background,3215,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3215.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3216,rodopi,rodopi_PR_20161205_115013,background,3216,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3216.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3217,rodopi,rodopi_PR_20161205_115013,background,3217,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3217.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3218,rodopi,rodopi_PR_20161205_115013,background,3218,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3218.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3219,rodopi,rodopi_PR_20161205_115013,background,3219,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3219.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3220,rodopi,rodopi_PR_20161205_115013,background,3220,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3220.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3221,rodopi,rodopi_PR_20161205_115013,background,3221,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3221.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3222,rodopi,rodopi_PR_20161205_115013,background,3222,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3222.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3223,rodopi,rodopi_PR_20161205_115013,background,3223,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3223.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3224,rodopi,rodopi_PR_20161205_115013,background,3224,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3224.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3225,rodopi,rodopi_PR_20161205_115013,background,3225,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3225.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3226,rodopi,rodopi_PR_20161205_115013,background,3226,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3226.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3227,rodopi,rodopi_PR_20161205_115013,background,3227,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3227.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3228,rodopi,rodopi_PR_20161205_115013,background,3228,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3228.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3229,rodopi,rodopi_PR_20161205_115013,background,3229,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3229.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3230,rodopi,rodopi_PR_20161205_115013,background,3230,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3230.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3231,rodopi,rodopi_PR_20161205_115013,background,3231,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3231.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3232,rodopi,rodopi_PR_20161205_115013,background,3232,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3232.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3233,rodopi,rodopi_PR_20161205_115013,background,3233,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3233.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3234,rodopi,rodopi_PR_20161205_115013,background,3234,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3234.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3235,rodopi,rodopi_PR_20161205_115013,background,3235,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3235.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3236,rodopi,rodopi_PR_20161205_115013,background,3236,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3236.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3237,rodopi,rodopi_PR_20161205_115013,background,3237,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3237.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3238,rodopi,rodopi_PR_20161205_115013,background,3238,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3238.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3239,rodopi,rodopi_PR_20161205_115013,background,3239,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3239.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3240,rodopi,rodopi_PR_20161205_115013,background,3240,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3240.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3241,rodopi,rodopi_PR_20161205_115013,background,3241,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3241.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3253,rodopi,rodopi_PR_20161205_115013,background,3253,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3253.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3310,rodopi,rodopi_PR_20161205_115013,background,3310,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3310.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3311,rodopi,rodopi_PR_20161205_115013,background,3311,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3311.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3312,rodopi,rodopi_PR_20161205_115013,background,3312,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3312.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3313,rodopi,rodopi_PR_20161205_115013,background,3313,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3313.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3314,rodopi,rodopi_PR_20161205_115013,background,3314,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3314.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3315,rodopi,rodopi_PR_20161205_115013,background,3315,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3315.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3316,rodopi,rodopi_PR_20161205_115013,background,3316,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3316.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3317,rodopi,rodopi_PR_20161205_115013,background,3317,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3317.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3322,rodopi,rodopi_PR_20161205_115013,background,3322,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3322.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3323,rodopi,rodopi_PR_20161205_115013,background,3323,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3323.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3324,rodopi,rodopi_PR_20161205_115013,background,3324,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3324.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3345,rodopi,rodopi_PR_20161205_115013,background,3345,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3345.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3346,rodopi,rodopi_PR_20161205_115013,background,3346,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3346.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3347,rodopi,rodopi_PR_20161205_115013,background,3347,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3347.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3348,rodopi,rodopi_PR_20161205_115013,background,3348,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3348.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3349,rodopi,rodopi_PR_20161205_115013,background,3349,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3349.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3356,rodopi,rodopi_PR_20161205_115013,background,3356,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3356.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3362,rodopi,rodopi_PR_20161205_115013,background,3362,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3362.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3363,rodopi,rodopi_PR_20161205_115013,background,3363,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3363.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3364,rodopi,rodopi_PR_20161205_115013,background,3364,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3364.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3366,rodopi,rodopi_PR_20161205_115013,background,3366,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3366.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3367,rodopi,rodopi_PR_20161205_115013,background,3367,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3367.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3368,rodopi,rodopi_PR_20161205_115013,background,3368,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3368.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3369,rodopi,rodopi_PR_20161205_115013,background,3369,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3369.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3370,rodopi,rodopi_PR_20161205_115013,background,3370,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3370.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3371,rodopi,rodopi_PR_20161205_115013,background,3371,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3371.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3372,rodopi,rodopi_PR_20161205_115013,background,3372,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3372.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3484,rodopi,rodopi_PR_20161205_115013,background,3484,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3484.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3485,rodopi,rodopi_PR_20161205_115013,background,3485,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3485.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3486,rodopi,rodopi_PR_20161205_115013,background,3486,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3486.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3507,rodopi,rodopi_PR_20161205_115013,background,3507,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3507.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3508,rodopi,rodopi_PR_20161205_115013,background,3508,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3508.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3509,rodopi,rodopi_PR_20161205_115013,background,3509,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3509.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3510,rodopi,rodopi_PR_20161205_115013,background,3510,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3510.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3511,rodopi,rodopi_PR_20161205_115013,background,3511,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3511.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3512,rodopi,rodopi_PR_20161205_115013,background,3512,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3512.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3513,rodopi,rodopi_PR_20161205_115013,background,3513,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3513.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
rodopi_PR_20161205_115013_bg000_3514,rodopi,rodopi_PR_20161205_115013,background,3514,1.0,16000,1,datasets/processed/rodopi_PR_20161205_115013_bg000_3514.wav,OK,,,,,,rodopi_PR_20161205_115013_bg000,0.0,7202.008936228311,
